ProductID,Name,Color,ListPrice
1,Adjustable Race,NULL,0.00
2,Bearing Ball,NULL,0.00
3,BB Ball Bearing,NULL,0.00
4,Headset Ball Bearings,NULL,0.00
316,Blade,NULL,0.00
317,LL Crankarm,Black,0.00
318,ML Crankarm,Black,0.00
319,HL Crankarm,Black,0.00
320,Chainring Bolts,Silver,0.00
321,Chainring Nut,Silver,0.00
322,Chainring,Black,0.00
323,Crown Race,NULL,0.00
324,Chain Stays,NULL,0.00
325,Decal 1,NULL,0.00
326,Decal 2,NULL,0.00
327,Down Tube,NULL,0.00
328,Mountain End Caps,NULL,0.00
329,Road End Caps,NULL,0.00
330,Touring End Caps,NULL,0.00
331,Fork End,NULL,0.00
332,Freewheel,Silver,0.00
341,Flat Washer 1,NULL,0.00
342,Flat Washer 6,NULL,0.00
343,Flat Washer 2,NULL,0.00
344,Flat Washer 9,NULL,0.00
345,Flat Washer 4,NULL,0.00
346,Flat Washer 3,NULL,0.00
347,Flat Washer 8,NULL,0.00
348,Flat Washer 5,NULL,0.00
349,Flat Washer 7,NULL,0.00
350,Fork Crown,NULL,0.00
351,Front Derailleur Cage,Silver,0.00
352,Front Derailleur Linkage,Silver,0.00
355,Guide Pulley,NULL,0.00
356,LL Grip Tape,NULL,0.00
357,ML Grip Tape,NULL,0.00
358,HL Grip Tape,NULL,0.00
359,Thin-Jam Hex Nut 9,NULL,0.00
360,Thin-Jam Hex Nut 10,NULL,0.00
361,Thin-Jam Hex Nut 1,NULL,0.00
362,Thin-Jam Hex Nut 2,NULL,0.00
363,Thin-Jam Hex Nut 15,NULL,0.00
364,Thin-Jam Hex Nut 16,NULL,0.00
365,Thin-Jam Hex Nut 5,NULL,0.00
366,Thin-Jam Hex Nut 6,NULL,0.00
367,Thin-Jam Hex Nut 3,NULL,0.00
368,Thin-Jam Hex Nut 4,NULL,0.00
369,Thin-Jam Hex Nut 13,NULL,0.00
370,Thin-Jam Hex Nut 14,NULL,0.00
371,Thin-Jam Hex Nut 7,NULL,0.00
372,Thin-Jam Hex Nut 8,NULL,0.00
373,Thin-Jam Hex Nut 12,NULL,0.00
374,Thin-Jam Hex Nut 11,NULL,0.00
375,Hex Nut 5,NULL,0.00
376,Hex Nut 6,NULL,0.00
377,Hex Nut 16,NULL,0.00
378,Hex Nut 17,NULL,0.00
379,Hex Nut 7,NULL,0.00
380,Hex Nut 8,NULL,0.00
381,Hex Nut 9,NULL,0.00
382,Hex Nut 22,NULL,0.00
383,Hex Nut 23,NULL,0.00
384,Hex Nut 12,NULL,0.00
385,Hex Nut 13,NULL,0.00
386,Hex Nut 1,NULL,0.00
387,Hex Nut 10,NULL,0.00
388,Hex Nut 11,NULL,0.00
389,Hex Nut 2,NULL,0.00
390,Hex Nut 20,NULL,0.00
391,Hex Nut 21,NULL,0.00
392,Hex Nut 3,NULL,0.00
393,Hex Nut 14,NULL,0.00
394,Hex Nut 15,NULL,0.00
395,Hex Nut 4,NULL,0.00
396,Hex Nut 18,NULL,0.00
397,Hex Nut 19,NULL,0.00
398,Handlebar Tube,NULL,0.00
399,Head Tube,NULL,0.00
400,LL Hub,NULL,0.00
401,HL Hub,NULL,0.00
402,Keyed Washer,NULL,0.00
403,External Lock Washer 3,NULL,0.00
404,External Lock Washer 4,NULL,0.00
405,External Lock Washer 9,NULL,0.00
406,External Lock Washer 5,NULL,0.00
407,External Lock Washer 7,NULL,0.00
408,External Lock Washer 6,NULL,0.00
409,External Lock Washer 1,NULL,0.00
410,External Lock Washer 8,NULL,0.00
411,External Lock Washer 2,NULL,0.00
412,Internal Lock Washer 3,NULL,0.00
413,Internal Lock Washer 4,NULL,0.00
414,Internal Lock Washer 9,NULL,0.00
415,Internal Lock Washer 5,NULL,0.00
416,Internal Lock Washer 7,NULL,0.00
417,Internal Lock Washer 6,NULL,0.00
418,Internal Lock Washer 10,NULL,0.00
419,Internal Lock Washer 1,NULL,0.00
420,Internal Lock Washer 8,NULL,0.00
421,Internal Lock Washer 2,NULL,0.00
422,Thin-Jam Lock Nut 9,NULL,0.00
423,Thin-Jam Lock Nut 10,NULL,0.00
424,Thin-Jam Lock Nut 1,NULL,0.00
425,Thin-Jam Lock Nut 2,NULL,0.00
426,Thin-Jam Lock Nut 15,NULL,0.00
427,Thin-Jam Lock Nut 16,NULL,0.00
428,Thin-Jam Lock Nut 5,NULL,0.00
429,Thin-Jam Lock Nut 6,NULL,0.00
430,Thin-Jam Lock Nut 3,NULL,0.00
431,Thin-Jam Lock Nut 4,NULL,0.00
432,Thin-Jam Lock Nut 13,NULL,0.00
433,Thin-Jam Lock Nut 14,NULL,0.00
434,Thin-Jam Lock Nut 7,NULL,0.00
435,Thin-Jam Lock Nut 8,NULL,0.00
436,Thin-Jam Lock Nut 12,NULL,0.00
437,Thin-Jam Lock Nut 11,NULL,0.00
438,Lock Nut 5,NULL,0.00
439,Lock Nut 6,NULL,0.00
440,Lock Nut 16,NULL,0.00
441,Lock Nut 17,NULL,0.00
442,Lock Nut 7,NULL,0.00
443,Lock Nut 8,NULL,0.00
444,Lock Nut 9,NULL,0.00
445,Lock Nut 22,NULL,0.00
446,Lock Nut 23,NULL,0.00
447,Lock Nut 12,NULL,0.00
448,Lock Nut 13,NULL,0.00
449,Lock Nut 1,NULL,0.00
450,Lock Nut 10,NULL,0.00
451,Lock Nut 11,NULL,0.00
452,Lock Nut 2,NULL,0.00
453,Lock Nut 20,NULL,0.00
454,Lock Nut 21,NULL,0.00
455,Lock Nut 3,NULL,0.00
456,Lock Nut 14,NULL,0.00
457,Lock Nut 15,NULL,0.00
458,Lock Nut 4,NULL,0.00
459,Lock Nut 19,NULL,0.00
460,Lock Nut 18,NULL,0.00
461,Lock Ring,Silver,0.00
462,Lower Head Race,NULL,0.00
463,Lock Washer 4,NULL,0.00
464,Lock Washer 5,NULL,0.00
465,Lock Washer 10,NULL,0.00
466,Lock Washer 6,NULL,0.00
467,Lock Washer 13,NULL,0.00
468,Lock Washer 8,NULL,0.00
469,Lock Washer 1,NULL,0.00
470,Lock Washer 7,NULL,0.00
471,Lock Washer 12,NULL,0.00
472,Lock Washer 2,NULL,0.00
473,Lock Washer 9,NULL,0.00
474,Lock Washer 3,NULL,0.00
475,Lock Washer 11,NULL,0.00
476,Metal Angle,NULL,0.00
477,Metal Bar 1,NULL,0.00
478,Metal Bar 2,NULL,0.00
479,Metal Plate 2,NULL,0.00
480,Metal Plate 1,NULL,0.00
481,Metal Plate 3,NULL,0.00
482,Metal Sheet 2,NULL,0.00
483,Metal Sheet 3,NULL,0.00
484,Metal Sheet 7,NULL,0.00
485,Metal Sheet 4,NULL,0.00
486,Metal Sheet 5,NULL,0.00
487,Metal Sheet 6,NULL,0.00
488,Metal Sheet 1,NULL,0.00
489,Metal Tread Plate,NULL,0.00
490,LL Nipple,NULL,0.00
491,HL Nipple,NULL,0.00
492,Paint - Black,NULL,0.00
493,Paint - Red,NULL,0.00
494,Paint - Silver,NULL,0.00
495,Paint - Blue,NULL,0.00
496,Paint - Yellow,NULL,0.00
497,Pinch Bolt,NULL,0.00
504,Cup-Shaped Race,NULL,0.00
505,Cone-Shaped Race,NULL,0.00
506,Reflector,NULL,0.00
507,LL Mountain Rim,NULL,0.00
508,ML Mountain Rim,NULL,0.00
509,HL Mountain Rim,NULL,0.00
510,LL Road Rim,NULL,0.00
511,ML Road Rim,NULL,0.00
512,HL Road Rim,NULL,0.00
513,Touring Rim,NULL,0.00
514,LL Mountain Seat Assembly,NULL,133.34
515,ML Mountain Seat Assembly,NULL,147.14
516,HL Mountain Seat Assembly,NULL,196.92
517,LL Road Seat Assembly,NULL,133.34
518,ML Road Seat Assembly,NULL,147.14
519,HL Road Seat Assembly,NULL,196.92
520,LL Touring Seat Assembly,NULL,133.34
521,ML Touring Seat Assembly,NULL,147.14
522,HL Touring Seat Assembly,NULL,196.92
523,LL Spindle/Axle,NULL,0.00
524,HL Spindle/Axle,NULL,0.00
525,LL Shell,NULL,0.00
526,HL Shell,NULL,0.00
527,Spokes,NULL,0.00
528,Seat Lug,NULL,0.00
529,Stem,NULL,0.00
530,Seat Post,NULL,0.00
531,Steerer,NULL,0.00
532,Seat Stays,NULL,0.00
533,Seat Tube,NULL,0.00
534,Top Tube,NULL,0.00
535,Tension Pulley,NULL,0.00
679,Rear Derailleur Cage,Silver,0.00
680,"HL Road Frame - Black, 58",Black,1431.50
706,"HL Road Frame - Red, 58",Red,1431.50
707,"Sport-100 Helmet, Red",Red,34.99
708,"Sport-100 Helmet, Black",Black,34.99
709,"Mountain Bike Socks, M",White,9.50
710,"Mountain Bike Socks, L",White,9.50
711,"Sport-100 Helmet, Blue",Blue,34.99
712,AWC Logo Cap,Multi,8.99
713,"Long-Sleeve Logo Jersey, S",Multi,49.99
714,"Long-Sleeve Logo Jersey, M",Multi,49.99
715,"Long-Sleeve Logo Jersey, L",Multi,49.99
716,"Long-Sleeve Logo Jersey, XL",Multi,49.99
717,"HL Road Frame - Red, 62",Red,1431.50
718,"HL Road Frame - Red, 44",Red,1431.50
719,"HL Road Frame - Red, 48",Red,1431.50
720,"HL Road Frame - Red, 52",Red,1431.50
721,"HL Road Frame - Red, 56",Red,1431.50
722,"LL Road Frame - Black, 58",Black,337.22
723,"LL Road Frame - Black, 60",Black,337.22
724,"LL Road Frame - Black, 62",Black,337.22
725,"LL Road Frame - Red, 44",Red,337.22
726,"LL Road Frame - Red, 48",Red,337.22
727,"LL Road Frame - Red, 52",Red,337.22
728,"LL Road Frame - Red, 58",Red,337.22
729,"LL Road Frame - Red, 60",Red,337.22
730,"LL Road Frame - Red, 62",Red,337.22
731,"ML Road Frame - Red, 44",Red,594.83
732,"ML Road Frame - Red, 48",Red,594.83
733,"ML Road Frame - Red, 52",Red,594.83
734,"ML Road Frame - Red, 58",Red,594.83
735,"ML Road Frame - Red, 60",Red,594.83
736,"LL Road Frame - Black, 44",Black,337.22
737,"LL Road Frame - Black, 48",Black,337.22
738,"LL Road Frame - Black, 52",Black,337.22
739,"HL Mountain Frame - Silver, 42",Silver,1364.50
740,"HL Mountain Frame - Silver, 44",Silver,1364.50
741,"HL Mountain Frame - Silver, 48",Silver,1364.50
742,"HL Mountain Frame - Silver, 46",Silver,1364.50
743,"HL Mountain Frame - Black, 42",Black,1349.60
744,"HL Mountain Frame - Black, 44",Black,1349.60
745,"HL Mountain Frame - Black, 48",Black,1349.60
746,"HL Mountain Frame - Black, 46",Black,1349.60
747,"HL Mountain Frame - Black, 38",Black,1349.60
748,"HL Mountain Frame - Silver, 38",Silver,1364.50
749,"Road-150 Red, 62",Red,3578.27
750,"Road-150 Red, 44",Red,3578.27
751,"Road-150 Red, 48",Red,3578.27
752,"Road-150 Red, 52",Red,3578.27
753,"Road-150 Red, 56",Red,3578.27
754,"Road-450 Red, 58",Red,1457.99
755,"Road-450 Red, 60",Red,1457.99
756,"Road-450 Red, 44",Red,1457.99
757,"Road-450 Red, 48",Red,1457.99
758,"Road-450 Red, 52",Red,1457.99
759,"Road-650 Red, 58",Red,782.99
760,"Road-650 Red, 60",Red,782.99
761,"Road-650 Red, 62",Red,782.99
762,"Road-650 Red, 44",Red,782.99
763,"Road-650 Red, 48",Red,782.99
764,"Road-650 Red, 52",Red,782.99
765,"Road-650 Black, 58",Black,782.99
766,"Road-650 Black, 60",Black,782.99
767,"Road-650 Black, 62",Black,782.99
768,"Road-650 Black, 44",Black,782.99
769,"Road-650 Black, 48",Black,782.99
770,"Road-650 Black, 52",Black,782.99
771,"Mountain-100 Silver, 38",Silver,3399.99
772,"Mountain-100 Silver, 42",Silver,3399.99
773,"Mountain-100 Silver, 44",Silver,3399.99
774,"Mountain-100 Silver, 48",Silver,3399.99
775,"Mountain-100 Black, 38",Black,3374.99
776,"Mountain-100 Black, 42",Black,3374.99
777,"Mountain-100 Black, 44",Black,3374.99
778,"Mountain-100 Black, 48",Black,3374.99
779,"Mountain-200 Silver, 38",Silver,2319.99
780,"Mountain-200 Silver, 42",Silver,2319.99
781,"Mountain-200 Silver, 46",Silver,2319.99
782,"Mountain-200 Black, 38",Black,2294.99
783,"Mountain-200 Black, 42",Black,2294.99
784,"Mountain-200 Black, 46",Black,2294.99
785,"Mountain-300 Black, 38",Black,1079.99
786,"Mountain-300 Black, 40",Black,1079.99
787,"Mountain-300 Black, 44",Black,1079.99
788,"Mountain-300 Black, 48",Black,1079.99
789,"Road-250 Red, 44",Red,2443.35
790,"Road-250 Red, 48",Red,2443.35
791,"Road-250 Red, 52",Red,2443.35
792,"Road-250 Red, 58",Red,2443.35
793,"Road-250 Black, 44",Black,2443.35
794,"Road-250 Black, 48",Black,2443.35
795,"Road-250 Black, 52",Black,2443.35
796,"Road-250 Black, 58",Black,2443.35
797,"Road-550-W Yellow, 38",Yellow,1120.49
798,"Road-550-W Yellow, 40",Yellow,1120.49
799,"Road-550-W Yellow, 42",Yellow,1120.49
800,"Road-550-W Yellow, 44",Yellow,1120.49
801,"Road-550-W Yellow, 48",Yellow,1120.49
802,LL Fork,NULL,148.22
803,ML Fork,NULL,175.49
804,HL Fork,NULL,229.49
805,LL Headset,NULL,34.20
806,ML Headset,NULL,102.29
807,HL Headset,NULL,124.73
808,LL Mountain Handlebars,NULL,44.54
809,ML Mountain Handlebars,NULL,61.92
810,HL Mountain Handlebars,NULL,120.27
811,LL Road Handlebars,NULL,44.54
812,ML Road Handlebars,NULL,61.92
813,HL Road Handlebars,NULL,120.27
814,"ML Mountain Frame - Black, 38",Black,348.76
815,LL Mountain Front Wheel,Black,60.745
816,ML Mountain Front Wheel,Black,209.025
817,HL Mountain Front Wheel,Black,300.215
818,LL Road Front Wheel,Black,85.565
819,ML Road Front Wheel,Black,248.385
820,HL Road Front Wheel,Black,330.06
821,Touring Front Wheel,Black,218.01
822,"ML Road Frame-W - Yellow, 38",Yellow,594.83
823,LL Mountain Rear Wheel,Black,87.745
824,ML Mountain Rear Wheel,Black,236.025
825,HL Mountain Rear Wheel,Black,327.215
826,LL Road Rear Wheel,Black,112.565
827,ML Road Rear Wheel,Black,275.385
828,HL Road Rear Wheel,Black,357.06
829,Touring Rear Wheel,Black,245.01
830,"ML Mountain Frame - Black, 40",Black,348.76
831,"ML Mountain Frame - Black, 44",Black,348.76
832,"ML Mountain Frame - Black, 48",Black,348.76
833,"ML Road Frame-W - Yellow, 40",Yellow,594.83
834,"ML Road Frame-W - Yellow, 42",Yellow,594.83
835,"ML Road Frame-W - Yellow, 44",Yellow,594.83
836,"ML Road Frame-W - Yellow, 48",Yellow,594.83
837,"HL Road Frame - Black, 62",Black,1431.50
838,"HL Road Frame - Black, 44",Black,1431.50
839,"HL Road Frame - Black, 48",Black,1431.50
840,"HL Road Frame - Black, 52",Black,1431.50
841,"Men's Sports Shorts, S",Black,59.99
842,"Touring-Panniers, Large",Grey,125.00
843,Cable Lock,NULL,25.00
844,Minipump,NULL,19.99
845,Mountain Pump,NULL,24.99
846,Taillights - Battery-Powered,NULL,13.99
847,Headlights - Dual-Beam,NULL,34.99
848,Headlights - Weatherproof,NULL,44.99
849,"Men's Sports Shorts, M",Black,59.99
850,"Men's Sports Shorts, L",Black,59.99
851,"Men's Sports Shorts, XL",Black,59.99
852,"Women's Tights, S",Black,74.99
853,"Women's Tights, M",Black,74.99
854,"Women's Tights, L",Black,74.99
855,"Men's Bib-Shorts, S",Multi,89.99
856,"Men's Bib-Shorts, M",Multi,89.99
857,"Men's Bib-Shorts, L",Multi,89.99
858,"Half-Finger Gloves, S",Black,24.49
859,"Half-Finger Gloves, M",Black,24.49
860,"Half-Finger Gloves, L",Black,24.49
861,"Full-Finger Gloves, S",Black,37.99
862,"Full-Finger Gloves, M",Black,37.99
863,"Full-Finger Gloves, L",Black,37.99
864,"Classic Vest, S",Blue,63.50
865,"Classic Vest, M",Blue,63.50
866,"Classic Vest, L",Blue,63.50
867,"Women's Mountain Shorts, S",Black,69.99
868,"Women's Mountain Shorts, M",Black,69.99
869,"Women's Mountain Shorts, L",Black,69.99
870,Water Bottle - 30 oz.,NULL,4.99
871,Mountain Bottle Cage,NULL,9.99
872,Road Bottle Cage,NULL,8.99
873,Patch Kit/8 Patches,NULL,2.29
874,"Racing Socks, M",White,8.99
875,"Racing Socks, L",White,8.99
876,Hitch Rack - 4-Bike,NULL,120.00
877,Bike Wash - Dissolver,NULL,7.95
878,Fender Set - Mountain,NULL,21.98
879,All-Purpose Bike Stand,NULL,159.00
880,Hydration Pack - 70 oz.,Silver,54.99
881,"Short-Sleeve Classic Jersey, S",Yellow,53.99
882,"Short-Sleeve Classic Jersey, M",Yellow,53.99
883,"Short-Sleeve Classic Jersey, L",Yellow,53.99
884,"Short-Sleeve Classic Jersey, XL",Yellow,53.99
885,"HL Touring Frame - Yellow, 60",Yellow,1003.91
886,"LL Touring Frame - Yellow, 62",Yellow,333.42
887,"HL Touring Frame - Yellow, 46",Yellow,1003.91
888,"HL Touring Frame - Yellow, 50",Yellow,1003.91
889,"HL Touring Frame - Yellow, 54",Yellow,1003.91
890,"HL Touring Frame - Blue, 46",Blue,1003.91
891,"HL Touring Frame - Blue, 50",Blue,1003.91
892,"HL Touring Frame - Blue, 54",Blue,1003.91
893,"HL Touring Frame - Blue, 60",Blue,1003.91
894,Rear Derailleur,Silver,121.46
895,"LL Touring Frame - Blue, 50",Blue,333.42
896,"LL Touring Frame - Blue, 54",Blue,333.42
897,"LL Touring Frame - Blue, 58",Blue,333.42
898,"LL Touring Frame - Blue, 62",Blue,333.42
899,"LL Touring Frame - Yellow, 44",Yellow,333.42
900,"LL Touring Frame - Yellow, 50",Yellow,333.42
901,"LL Touring Frame - Yellow, 54",Yellow,333.42
902,"LL Touring Frame - Yellow, 58",Yellow,333.42
903,"LL Touring Frame - Blue, 44",Blue,333.42
904,"ML Mountain Frame-W - Silver, 40",Silver,364.09
905,"ML Mountain Frame-W - Silver, 42",Silver,364.09
906,"ML Mountain Frame-W - Silver, 46",Silver,364.09
907,Rear Brakes,Silver,106.50
908,LL Mountain Seat/Saddle,NULL,27.12
909,ML Mountain Seat/Saddle,NULL,39.14
910,HL Mountain Seat/Saddle,NULL,52.64
911,LL Road Seat/Saddle,NULL,27.12
912,ML Road Seat/Saddle,NULL,39.14
913,HL Road Seat/Saddle,NULL,52.64
914,LL Touring Seat/Saddle,NULL,27.12
915,ML Touring Seat/Saddle,NULL,39.14
916,HL Touring Seat/Saddle,NULL,52.64
917,"LL Mountain Frame - Silver, 42",Silver,264.05
918,"LL Mountain Frame - Silver, 44",Silver,264.05
919,"LL Mountain Frame - Silver, 48",Silver,264.05
920,"LL Mountain Frame - Silver, 52",Silver,264.05
921,Mountain Tire Tube,NULL,4.99
922,Road Tire Tube,NULL,3.99
923,Touring Tire Tube,NULL,4.99
924,"LL Mountain Frame - Black, 42",Black,249.79
925,"LL Mountain Frame - Black, 44",Black,249.79
926,"LL Mountain Frame - Black, 48",Black,249.79
927,"LL Mountain Frame - Black, 52",Black,249.79
928,LL Mountain Tire,NULL,24.99
929,ML Mountain Tire,NULL,29.99
930,HL Mountain Tire,NULL,35.00
931,LL Road Tire,NULL,21.49
932,ML Road Tire,NULL,24.99
933,HL Road Tire,NULL,32.60
934,Touring Tire,NULL,28.99
935,LL Mountain Pedal,Silver/Black,40.49
936,ML Mountain Pedal,Silver/Black,62.09
937,HL Mountain Pedal,Silver/Black,80.99
938,LL Road Pedal,Silver/Black,40.49
939,ML Road Pedal,Silver/Black,62.09
940,HL Road Pedal,Silver/Black,80.99
941,Touring Pedal,Silver/Black,80.99
942,"ML Mountain Frame-W - Silver, 38",Silver,364.09
943,"LL Mountain Frame - Black, 40",Black,249.79
944,"LL Mountain Frame - Silver, 40",Silver,264.05
945,Front Derailleur,Silver,91.49
946,LL Touring Handlebars,NULL,46.09
947,HL Touring Handlebars,NULL,91.57
948,Front Brakes,Silver,106.50
949,LL Crankset,Black,175.49
950,ML Crankset,Black,256.49
951,HL Crankset,Black,404.99
952,Chain,Silver,20.24
953,"Touring-2000 Blue, 60",Blue,1214.85
954,"Touring-1000 Yellow, 46",Yellow,2384.07
955,"Touring-1000 Yellow, 50",Yellow,2384.07
956,"Touring-1000 Yellow, 54",Yellow,2384.07
957,"Touring-1000 Yellow, 60",Yellow,2384.07
958,"Touring-3000 Blue, 54",Blue,742.35
959,"Touring-3000 Blue, 58",Blue,742.35
960,"Touring-3000 Blue, 62",Blue,742.35
961,"Touring-3000 Yellow, 44",Yellow,742.35
962,"Touring-3000 Yellow, 50",Yellow,742.35
963,"Touring-3000 Yellow, 54",Yellow,742.35
964,"Touring-3000 Yellow, 58",Yellow,742.35
965,"Touring-3000 Yellow, 62",Yellow,742.35
966,"Touring-1000 Blue, 46",Blue,2384.07
967,"Touring-1000 Blue, 50",Blue,2384.07
968,"Touring-1000 Blue, 54",Blue,2384.07
969,"Touring-1000 Blue, 60",Blue,2384.07
970,"Touring-2000 Blue, 46",Blue,1214.85
971,"Touring-2000 Blue, 50",Blue,1214.85
972,"Touring-2000 Blue, 54",Blue,1214.85
973,"Road-350-W Yellow, 40",Yellow,1700.99
974,"Road-350-W Yellow, 42",Yellow,1700.99
975,"Road-350-W Yellow, 44",Yellow,1700.99
976,"Road-350-W Yellow, 48",Yellow,1700.99
977,"Road-750 Black, 58",Black,539.99
978,"Touring-3000 Blue, 44",Blue,742.35
979,"Touring-3000 Blue, 50",Blue,742.35
980,"Mountain-400-W Silver, 38",Silver,769.49
981,"Mountain-400-W Silver, 40",Silver,769.49
982,"Mountain-400-W Silver, 42",Silver,769.49
983,"Mountain-400-W Silver, 46",Silver,769.49
984,"Mountain-500 Silver, 40",Silver,564.99
985,"Mountain-500 Silver, 42",Silver,564.99
986,"Mountain-500 Silver, 44",Silver,564.99
987,"Mountain-500 Silver, 48",Silver,564.99
988,"Mountain-500 Silver, 52",Silver,564.99
989,"Mountain-500 Black, 40",Black,539.99
990,"Mountain-500 Black, 42",Black,539.99
991,"Mountain-500 Black, 44",Black,539.99
992,"Mountain-500 Black, 48",Black,539.99
993,"Mountain-500 Black, 52",Black,539.99
994,LL Bottom Bracket,NULL,53.99
995,ML Bottom Bracket,NULL,101.24
996,HL Bottom Bracket,NULL,121.49
997,"Road-750 Black, 44",Black,539.99
998,"Road-750 Black, 48",Black,539.99
999,"Road-750 Black, 52",Black,539.99
